window_id,class,feature,contribution_raw_margin,base_raw_margin
1603:0,A,RESULTANT,0.2546200752258301,0.04591704159975052
1603:0,B,X0,-0.06795845180749893,-0.3801324963569641
1603:0,B,X1,-0.012806285172700882,-0.3801324963569641
1603:0,B,X2,-0.014056175947189331,-0.3801324963569641
1603:0,B,X3,0.0001150462485384196,-0.3801324963569641
1603:0,B,X4,-0.03906715661287308,-0.3801324963569641
1603:0,B,X5,0.0059823584742844105,-0.3801324963569641
1603:0,B,X6,-0.04589821770787239,-0.3801324963569641
1603:0,B,X7,0.02572214975953102,-0.3801324963569641
1603:0,B,X8,0.430185467004776,-0.3801324963569641
1603:0,B,X9,-0.01233375072479248,-0.3801324963569641
1603:0,B,Y0,0.003205492626875639,-0.3801324963569641
1603:0,B,Y1,-0.007030321750789881,-0.3801324963569641
1603:0,B,Y2,-0.003316698595881462,-0.3801324963569641
1603:0,B,Y3,3.180501516908407e-05,-0.3801324963569641
1603:0,B,Y4,0.00024946866324171424,-0.3801324963569641
1603:0,B,Y5,-0.00047370835090987384,-0.3801324963569641
1603:0,B,Y6,0.0009521712781861424,-0.3801324963569641
1603:0,B,Y7,0.0003276275238022208,-0.3801324963569641
1603:0,B,Y8,0.009405985474586487,-0.3801324963569641
1603:0,B,Y9,0.03351498395204544,-0.3801324963569641
1603:0,B,Z0,0.00047471444122493267,-0.3801324963569641
1603:0,B,Z1,0.055623896420001984,-0.3801324963569641
1603:0,B,Z2,8.46246475703083e-05,-0.3801324963569641
1603:0,B,Z3,-0.004274738021194935,-0.3801324963569641
1603:0,B,Z4,0.03812134265899658,-0.3801324963569641
1603:0,B,Z5,0.002153262495994568,-0.3801324963569641
1603:0,B,Z6,-0.008301693946123123,-0.3801324963569641
1603:0,B,Z7,-0.010184316895902157,-0.3801324963569641
1603:0,B,Z8,-0.003795086871832609,-0.3801324963569641
1603:0,B,Z9,-0.00030899461125954986,-0.3801324963569641
1603:0,B,XAVG,0.03074001893401146,-0.3801324963569641
1603:0,B,YAVG,-0.1846100240945816,-0.3801324963569641
1603:0,B,ZAVG,-0.008948449976742268,-0.3801324963569641
1603:0,B,XPEAK,0.029539626091718674,-0.3801324963569641
1603:0,B,YPEAK,-0.05252520740032196,-0.3801324963569641
1603:0,B,ZPEAK,-0.002255647908896208,-0.3801324963569641
1603:0,B,XABSOLDEV,-0.12395264208316803,-0.3801324963569641
1603:0,B,YABSOLDEV,-1.3922712802886963,-0.3801324963569641
1603:0,B,ZABSOLDEV,-0.00224516075104475,-0.3801324963569641
1603:0,B,XSTANDDEV,-0.017434440553188324,-0.3801324963569641
1603:0,B,YSTANDDEV,-1.018425703048706,-0.3801324963569641
1603:0,B,ZSTANDDEV,0.004301039502024651,-0.3801324963569641
1603:0,B,XVAR,-0.018124395981431007,-0.3801324963569641
1603:0,B,YVAR,-0.1898636668920517,-0.3801324963569641
1603:0,B,ZVAR,0.003286061342805624,-0.3801324963569641
1603:0,B,XMFCC0,-0.019874801859259605,-0.3801324963569641
1603:0,B,XMFCC1,-0.007305252365767956,-0.3801324963569641
1603:0,B,XMFCC2,0.0,-0.3801324963569641
1603:0,B,XMFCC3,0.0,-0.3801324963569641
1603:0,B,XMFCC4,0.0,-0.3801324963569641
1603:0,B,XMFCC5,0.0,-0.3801324963569641
1603:0,B,XMFCC6,0.0,-0.3801324963569641
1603:0,B,XMFCC7,0.0,-0.3801324963569641
1603:0,B,XMFCC8,0.0,-0.3801324963569641
1603:0,B,XMFCC9,0.0,-0.3801324963569641
1603:0,B,XMFCC10,0.0,-0.3801324963569641
1603:0,B,XMFCC11,0.0,-0.3801324963569641
1603:0,B,XMFCC12,0.0,-0.3801324963569641
1603:0,B,YMFCC0,-0.1258886456489563,-0.3801324963569641
1603:0,B,YMFCC1,-0.017531096935272217,-0.3801324963569641
1603:0,B,YMFCC2,0.0,-0.3801324963569641
1603:0,B,YMFCC3,0.0,-0.3801324963569641
1603:0,B,YMFCC4,0.0,-0.3801324963569641
1603:0,B,YMFCC5,0.0,-0.3801324963569641
1603:0,B,YMFCC6,0.0,-0.3801324963569641
1603:0,B,YMFCC7,0.0,-0.3801324963569641
1603:0,B,YMFCC8,0.0,-0.3801324963569641
1603:0,B,YMFCC9,0.0,-0.3801324963569641
1603:0,B,YMFCC10,0.0,-0.3801324963569641
1603:0,B,YMFCC11,0.0,-0.3801324963569641
1603:0,B,YMFCC12,0.0,-0.3801324963569641
1603:0,B,ZMFCC0,-0.01730789616703987,-0.3801324963569641
1603:0,B,ZMFCC1,0.0011818947969004512,-0.3801324963569641
1603:0,B,ZMFCC2,0.0017804220551624894,-0.3801324963569641
1603:0,B,ZMFCC3,0.0,-0.3801324963569641
1603:0,B,ZMFCC4,0.0,-0.3801324963569641
1603:0,B,ZMFCC5,0.0,-0.3801324963569641
1603:0,B,ZMFCC6,0.0,-0.3801324963569641
1603:0,B,ZMFCC7,0.0,-0.3801324963569641
1603:0,B,ZMFCC8,0.0,-0.3801324963569641
1603:0,B,ZMFCC9,0.0,-0.3801324963569641
1603:0,B,ZMFCC10,0.0,-0.3801324963569641
1603:0,B,ZMFCC11,0.0,-0.3801324963569641
1603:0,B,ZMFCC12,0.0,-0.3801324963569641
1603:0,B,XYCOS,-0.0027432546485215425,-0.3801324963569641
1603:0,B,XZCOS,0.002059241756796837,-0.3801324963569641
1603:0,B,YZCOS,0.07854734361171722,-0.3801324963569641
1603:0,B,XYCOR,-0.01853269711136818,-0.3801324963569641
1603:0,B,XZCOR,-0.004674307070672512,-0.3801324963569641
1603:0,B,YZCOR,0.05462346598505974,-0.3801324963569641
1603:0,B,RESULTANT,0.06032620370388031,-0.3801324963569641
1603:0,C,X0,-0.009502984583377838,0.06493166089057922
1603:0,C,X1,-0.004039163235574961,0.06493166089057922
1603:0,C,X2,-0.007620969787240028,0.06493166089057922
1603:0,C,X3,-0.01500679925084114,0.06493166089057922
1603:0,C,X4,-0.46137815713882446,0.06493166089057922
1603:0,C,X5,0.046260129660367966,0.06493166089057922
1603:0,C,X6,-0.00994737446308136,0.06493166089057922
1603:0,C,X7,0.3030625581741333,0.06493166089057922
1603:0,C,X8,0.032289594411849976,0.06493166089057922
1603:0,C,X9,-0.013115347363054752,0.06493166089057922
1603:0,C,Y0,0.0030247140675783157,0.06493166089057922
1603:0,C,Y1,-0.019959449768066406,0.06493166089057922
1603:0,C,Y2,0.0117872953414917,0.06493166089057922
1603:0,C,Y3,-0.004766124300658703,0.06493166089057922
1603:0,C,Y4,0.000470343220513314,0.06493166089057922
1603:0,C,Y5,0.002491560997441411,0.06493166089057922
1603:0,C,Y6,0.0422050766646862,0.06493166089057922
1603:0,C,Y7,-0.0002131571527570486,0.06493166089057922
1603:0,C,Y8,0.0,0.06493166089057922
1603:0,C,Y9,0.0,0.06493166089057922
1603:0,C,Z0,0.030961349606513977,0.06493166089057922
1603:0,C,Z1,0.012881052680313587,0.06493166089057922
1603:0,C,Z2,-0.02633473090827465,0.06493166089057922
1603:0,C,Z3,-0.004581432789564133,0.06493166089057922
1603:0,C,Z4,-0.005029537249356508,0.06493166089057922
1603:0,C,Z5,-0.0006013547535985708,0.06493166089057922
1603:0,C,Z6,-0.002320836763828993,0.06493166089057922
1603:0,C,Z7,-0.008676773868501186,0.06493166089057922
1603:0,C,Z8,0.0,0.06493166089057922
1603:0,C,Z9,0.00027237768517807126,0.06493166089057922
1603:0,C,XAVG,0.02745567448437214,0.06493166089057922
1603:0,C,YAVG,0.0750153586268425,0.06493166089057922
1603:0,C,ZAVG,0.0023161377757787704,0.06493166089057922
1603:0,C,XPEAK,-0.8797609806060791,0.06493166089057922
1603:0,C,YPEAK,0.006376068573445082,0.06493166089057922
1603:0,C,ZPEAK,0.011122897267341614,0.06493166089057922
1603:0,C,XABSOLDEV,0.0646992176771164,0.06493166089057922
1603:0,C,YABSOLDEV,-0.014276818372309208,0.06493166089057922
1603:0,C,ZABSOLDEV,0.07292240113019943,0.06493166089057922
1603:0,C,XSTANDDEV,-0.019822625443339348,0.06493166089057922
1603:0,C,YSTANDDEV,-0.018945984542369843,0.06493166089057922
1603:0,C,ZSTANDDEV,0.013697123154997826,0.06493166089057922
1603:0,C,XVAR,-0.005659137386828661,0.06493166089057922
1603:0,C,YVAR,-0.003263785969465971,0.06493166089057922
1603:0,C,ZVAR,0.0003075554850511253,0.06493166089057922
1603:0,C,XMFCC0,0.35803115367889404,0.06493166089057922
1603:0,C,XMFCC1,0.05453423038125038,0.06493166089057922
1603:0,C,XMFCC2,0.02137886919081211,0.06493166089057922
1603:0,C,XMFCC3,0.0,0.06493166089057922
1603:0,C,XMFCC4,0.0,0.06493166089057922
1603:0,C,XMFCC5,0.0,0.06493166089057922
1603:0,C,XMFCC6,0.0,0.06493166089057922
1603:0,C,XMFCC7,0.0,0.06493166089057922
1603:0,C,XMFCC8,0.0,0.06493166089057922
1603:0,C,XMFCC9,0.0,0.06493166089057922
1603:0,C,XMFCC10,0.0,0.06493166089057922
1603:0,C,XMFCC11,0.0,0.06493166089057922
1603:0,C,XMFCC12,-0.006160489283502102,0.06493166089057922
1603:0,C,YMFCC0,0.027471527457237244,0.06493166089057922
1603:0,C,YMFCC1,0.07654093205928802,0.06493166089057922
1603:0,C,YMFCC2,0.0,0.06493166089057922
1603:0,C,YMFCC3,0.0,0.06493166089057922
1603:0,C,YMFCC4,0.0,0.06493166089057922
1603:0,C,YMFCC5,0.0,0.06493166089057922
1603:0,C,YMFCC6,0.0,0.06493166089057922
1603:0,C,YMFCC7,0.0,0.06493166089057922
1603:0,C,YMFCC8,0.0,0.06493166089057922
1603:0,C,YMFCC9,0.0,0.06493166089057922
1603:0,C,YMFCC10,0.0,0.06493166089057922
1603:0,C,YMFCC11,0.0,0.06493166089057922
1603:0,C,YMFCC12,0.0,0.06493166089057922
1603:0,C,ZMFCC0,0.09372324496507645,0.06493166089057922
1603:0,C,ZMFCC1,0.012979970313608646,0.06493166089057922
1603:0,C,ZMFCC2,0.005833249539136887,0.06493166089057922
1603:0,C,ZMFCC3,0.0,0.06493166089057922
1603:0,C,ZMFCC4,0.0,0.06493166089057922
1603:0,C,ZMFCC5,0.0,0.06493166089057922
1603:0,C,ZMFCC6,0.0,0.06493166089057922
1603:0,C,ZMFCC7,0.0,0.06493166089057922
1603:0,C,ZMFCC8,0.0,0.06493166089057922
1603:0,C,ZMFCC9,0.0,0.06493166089057922
1603:0,C,ZMFCC10,0.0,0.06493166089057922
1603:0,C,ZMFCC11,0.0,0.06493166089057922
1603:0,C,ZMFCC12,0.0,0.06493166089057922
1603:0,C,XYCOS,-0.1665395200252533,0.06493166089057922
1603:0,C,XZCOS,0.038861338049173355,0.06493166089057922
1603:0,C,YZCOS,-0.0015908264322206378,0.06493166089057922
1603:0,C,XYCOR,0.07781286537647247,0.06493166089057922
1603:0,C,XZCOR,-0.0006655592005699873,0.06493166089057922
1603:0,C,YZCOR,-0.04923788830637932,0.06493166089057922
1603:0,C,RESULTANT,-0.6276924014091492,0.06493166089057922
1603:0,D,X0,-0.011198671534657478,0.06502104550600052
1603:0,D,X1,-0.03663857653737068,0.06502104550600052
1603:0,D,X2,-0.08858342468738556,0.06502104550600052
1603:0,D,X3,-0.01063594501465559,0.06502104550600052
1603:0,D,X4,0.010860596783459187,0.06502104550600052
1603:0,D,X5,-0.6320170164108276,0.06502104550600052
1603:0,D,X6,0.042009320110082626,0.06502104550600052
1603:0,D,X7,0.02555239200592041,0.06502104550600052
1603:0,D,X8,0.18976691365242004,0.06502104550600052
1603:0,D,X9,0.014867368154227734,0.06502104550600052
1603:0,D,Y0,-0.006577508058398962,0.06502104550600052
1603:0,D,Y1,-0.0122274961322546,0.06502104550600052
1603:0,D,Y2,0.0018352128099650145,0.06502104550600052
1603:0,D,Y3,0.03484601899981499,0.06502104550600052
1603:0,D,Y4,0.0009140376350842416,0.06502104550600052
1603:0,D,Y5,-0.033839769661426544,0.06502104550600052
1603:0,D,Y6,-0.01288711465895176,0.06502104550600052
1603:0,D,Y7,-7.45188444852829e-05,0.06502104550600052
1603:0,D,Y8,0.0,0.06502104550600052
1603:0,D,Y9,-0.00010054251470137388,0.06502104550600052
1603:0,D,Z0,0.007376852445304394,0.06502104550600052
1603:0,D,Z1,-0.11144945025444031,0.06502104550600052
1603:0,D,Z2,-0.05020930618047714,0.06502104550600052
1603:0,D,Z3,-0.00422937236726284,0.06502104550600052
1603:0,D,Z4,-0.016167692840099335,0.06502104550600052
1603:0,D,Z5,-0.1295904815196991,0.06502104550600052
1603:0,D,Z6,-0.007635139860212803,0.06502104550600052
1603:0,D,Z7,-0.007165121845901012,0.06502104550600052
1603:0,D,Z8,0.0,0.06502104550600052
1603:0,D,Z9,-0.0026069111190736294,0.06502104550600052
1603:0,D,XAVG,-0.08933978527784348,0.06502104550600052
1603:0,D,YAVG,0.006270838901400566,0.06502104550600052
1603:0,D,ZAVG,-0.05869355425238609,0.06502104550600052
1603:0,D,XPEAK,0.10095763951539993,0.06502104550600052
1603:0,D,YPEAK,-0.08258704096078873,0.06502104550600052
1603:0,D,ZPEAK,-0.01414189301431179,0.06502104550600052
1603:0,D,XABSOLDEV,-0.016920028254389763,0.06502104550600052
1603:0,D,YABSOLDEV,-0.002674325369298458,0.06502104550600052
1603:0,D,ZABSOLDEV,-0.0282684825360775,0.06502104550600052
1603:0,D,XSTANDDEV,-0.021976850926876068,0.06502104550600052
1603:0,D,YSTANDDEV,0.013703207485377789,0.06502104550600052
1603:0,D,ZSTANDDEV,0.0016517709009349346,0.06502104550600052
1603:0,D,XVAR,-0.00018716476915869862,0.06502104550600052
1603:0,D,YVAR,-0.00030321412486955523,0.06502104550600052
1603:0,D,ZVAR,0.003475817386060953,0.06502104550600052
1603:0,D,XMFCC0,-0.3085063397884369,0.06502104550600052
1603:0,D,XMFCC1,-0.008180001750588417,0.06502104550600052
1603:0,D,XMFCC2,0.0019322574371472,0.06502104550600052
1603:0,D,XMFCC3,-0.003769800765439868,0.06502104550600052
1603:0,D,XMFCC4,0.0,0.06502104550600052
1603:0,D,XMFCC5,0.0,0.06502104550600052
1603:0,D,XMFCC6,0.0,0.06502104550600052
1603:0,D,XMFCC7,0.0,0.06502104550600052
1603:0,D,XMFCC8,0.0,0.06502104550600052
1603:0,D,XMFCC9,0.0,0.06502104550600052
1603:0,D,XMFCC10,0.0,0.06502104550600052
1603:0,D,XMFCC11,0.0,0.06502104550600052
1603:0,D,XMFCC12,0.0,0.06502104550600052
1603:0,D,YMFCC0,-0.05370456352829933,0.06502104550600052
1603:0,D,YMFCC1,-0.020063772797584534,0.06502104550600052
1603:0,D,YMFCC2,0.0021879691630601883,0.06502104550600052
1603:0,D,YMFCC3,-0.0009063496836461127,0.06502104550600052
1603:0,D,YMFCC4,0.0,0.06502104550600052
1603:0,D,YMFCC5,0.0,0.06502104550600052
1603:0,D,YMFCC6,0.0,0.06502104550600052
1603:0,D,YMFCC7,0.0,0.06502104550600052
1603:0,D,YMFCC8,0.01170191541314125,0.06502104550600052
1603:0,D,YMFCC9,0.0,0.06502104550600052
1603:0,D,YMFCC10,0.0,0.06502104550600052
1603:0,D,YMFCC11,0.0,0.06502104550600052
1603:0,D,YMFCC12,0.0,0.06502104550600052
1603:0,D,ZMFCC0,0.006828687619417906,0.06502104550600052
1603:0,D,ZMFCC1,0.005525138694792986,0.06502104550600052
1603:0,D,ZMFCC2,0.0043832529336214066,0.06502104550600052
1603:0,D,ZMFCC3,0.0,0.06502104550600052
1603:0,D,ZMFCC4,0.0,0.06502104550600052
1603:0,D,ZMFCC5,0.0,0.06502104550600052
1603:0,D,ZMFCC6,0.0,0.06502104550600052
1603:0,D,ZMFCC7,0.0,0.06502104550600052
1603:0,D,ZMFCC8,0.0,0.06502104550600052
1603:0,D,ZMFCC9,0.0,0.06502104550600052
1603:0,D,ZMFCC10,0.0,0.06502104550600052
1603:0,D,ZMFCC11,0.0,0.06502104550600052
1603:0,D,ZMFCC12,0.0,0.06502104550600052
1603:0,D,XYCOS,0.13079020380973816,0.06502104550600052
1603:0,D,XZCOS,-0.039896637201309204,0.06502104550600052
1603:0,D,YZCOS,-0.02553882822394371,0.06502104550600052
1603:0,D,XYCOR,0.018903343006968498,0.06502104550600052
1603:0,D,XZCOR,-0.010181600227952003,0.06502104550600052
1603:0,D,YZCOR,0.017185576260089874,0.06502104550600052
1603:0,D,RESULTANT,-0.7859077453613281,0.06502104550600052
1603:0,E,X0,-0.004592207260429859,0.012107271701097488
1603:0,E,X1,0.0023774299770593643,0.012107271701097488
1603:0,E,X2,0.005073262844234705,0.012107271701097488
1603:0,E,X3,-0.04189093038439751,0.012107271701097488
1603:0,E,X4,-0.009501691907644272,0.012107271701097488
1603:0,E,X5,-0.032441407442092896,0.012107271701097488
1603:0,E,X6,-0.3018686771392822,0.012107271701097488
1603:0,E,X7,0.0,0.012107271701097488
1603:0,E,X8,0.0,0.012107271701097488
1603:0,E,X9,0.0,0.012107271701097488
1603:0,E,Y0,-0.007159821689128876,0.012107271701097488
1603:0,E,Y1,-0.030944883823394775,0.012107271701097488
1603:0,E,Y2,-0.018212484195828438,0.012107271701097488
1603:0,E,Y3,0.048046790063381195,0.012107271701097488
1603:0,E,Y4,-4.1062477976083755e-05,0.012107271701097488
1603:0,E,Y5,0.009092126041650772,0.012107271701097488
1603:0,E,Y6,0.0,0.012107271701097488
1603:0,E,Y7,0.0,0.012107271701097488
1603:0,E,Y8,0.0,0.012107271701097488
1603:0,E,Y9,0.0,0.012107271701097488
1603:0,E,Z0,0.021693358197808266,0.012107271701097488
1603:0,E,Z1,-0.04185308516025543,0.012107271701097488
1603:0,E,Z2,-0.11197156459093094,0.012107271701097488
1603:0,E,Z3,-0.004143191501498222,0.012107271701097488
1603:0,E,Z4,0.00917526613920927,0.012107271701097488
1603:0,E,Z5,-0.011484529823064804,0.012107271701097488
1603:0,E,Z6,0.006476773880422115,0.012107271701097488
1603:0,E,Z7,0.0007459152839146554,0.012107271701097488
1603:0,E,Z8,0.0,0.012107271701097488
1603:0,E,Z9,0.0,0.012107271701097488
1603:0,E,XAVG,-0.01448451355099678,0.012107271701097488
1603:0,E,YAVG,0.0053177885711193085,0.012107271701097488
1603:0,E,ZAVG,0.02002972923219204,0.012107271701097488
1603:0,E,XPEAK,0.12092208862304688,0.012107271701097488
1603:0,E,YPEAK,0.034760862588882446,0.012107271701097488
1603:0,E,ZPEAK,-0.39777395129203796,0.012107271701097488
1603:0,E,XABSOLDEV,-0.005351220723241568,0.012107271701097488
1603:0,E,YABSOLDEV,-0.15235431492328644,0.012107271701097488
1603:0,E,ZABSOLDEV,-0.04115705564618111,0.012107271701097488
1603:0,E,XSTANDDEV,0.001263343496248126,0.012107271701097488
1603:0,E,YSTANDDEV,-0.06946481764316559,0.012107271701097488
1603:0,E,ZSTANDDEV,-0.0023561110720038414,0.012107271701097488
1603:0,E,XVAR,-0.002497436013072729,0.012107271701097488
1603:0,E,YVAR,-0.01676895096898079,0.012107271701097488
1603:0,E,ZVAR,0.005056987050920725,0.012107271701097488
1603:0,E,XMFCC0,-0.541093111038208,0.012107271701097488
1603:0,E,XMFCC1,-0.03800829499959946,0.012107271701097488
1603:0,E,XMFCC2,-0.0019363710889592767,0.012107271701097488
1603:0,E,XMFCC3,-0.01933184266090393,0.012107271701097488
1603:0,E,XMFCC4,0.0,0.012107271701097488
1603:0,E,XMFCC5,0.0,0.012107271701097488
1603:0,E,XMFCC6,0.0,0.012107271701097488
1603:0,E,XMFCC7,0.0,0.012107271701097488
1603:0,E,XMFCC8,0.0,0.012107271701097488
1603:0,E,XMFCC9,0.0,0.012107271701097488
1603:0,E,XMFCC10,0.0,0.012107271701097488
1603:0,E,XMFCC11,0.0,0.012107271701097488
1603:0,E,XMFCC12,0.0,0.012107271701097488
1603:0,E,YMFCC0,-0.08882374316453934,0.012107271701097488
1603:0,E,YMFCC1,0.0004987407010048628,0.012107271701097488
1603:0,E,YMFCC2,0.0,0.012107271701097488
1603:0,E,YMFCC3,0.0,0.012107271701097488
1603:0,E,YMFCC4,0.0,0.012107271701097488
1603:0,E,YMFCC5,0.0,0.012107271701097488
1603:0,E,YMFCC6,0.0,0.012107271701097488
1603:0,E,YMFCC7,0.0,0.012107271701097488
1603:0,E,YMFCC8,-0.09592431783676147,0.012107271701097488
1603:0,E,YMFCC9,0.0,0.012107271701097488
1603:0,E,YMFCC10,-0.015076925046741962,0.012107271701097488
1603:0,E,YMFCC11,0.002624225802719593,0.012107271701097488
1603:0,E,YMFCC12,0.0,0.012107271701097488
1603:0,E,ZMFCC0,-0.10265924781560898,0.012107271701097488
1603:0,E,ZMFCC1,-0.02366182766854763,0.012107271701097488
1603:0,E,ZMFCC2,-0.001957981614395976,0.012107271701097488
1603:0,E,ZMFCC3,0.0,0.012107271701097488
1603:0,E,ZMFCC4,0.0,0.012107271701097488
1603:0,E,ZMFCC5,0.0,0.012107271701097488
1603:0,E,ZMFCC6,0.0,0.012107271701097488
1603:0,E,ZMFCC7,0.0,0.012107271701097488
1603:0,E,ZMFCC8,0.0,0.012107271701097488
1603:0,E,ZMFCC9,0.0,0.012107271701097488
1603:0,E,ZMFCC10,0.0,0.012107271701097488
1603:0,E,ZMFCC11,0.0,0.012107271701097488
1603:0,E,ZMFCC12,0.0,0.012107271701097488
1603:0,E,XYCOS,0.03072810359299183,0.012107271701097488
1603:0,E,XZCOS,-0.021948322653770447,0.012107271701097488
1603:0,E,YZCOS,-0.0072215162217617035,0.012107271701097488
1603:0,E,XYCOR,-0.00020135741215199232,0.012107271701097488
1603:0,E,XZCOR,0.007934746332466602,0.012107271701097488
1603:0,E,YZCOR,-0.07127515971660614,0.012107271701097488
1603:0,E,RESULTANT,-0.9994590878486633,0.012107271701097488
1603:0,F,X0,0.04877942055463791,-0.10139694064855576
1603:0,F,X1,-0.10959906876087189,-0.10139694064855576
1603:0,F,X2,0.0024493790697306395,-0.10139694064855576
1603:0,F,X3,-0.040035661309957504,-0.10139694064855576
1603:0,F,X4,-0.0036244152579456568,-0.10139694064855576
1603:0,F,X5,0.00494365906342864,-0.10139694064855576
1603:0,F,X6,0.0,-0.10139694064855576
1603:0,F,X7,0.0,-0.10139694064855576
1603:0,F,X8,0.0,-0.10139694064855576
1603:0,F,X9,0.0,-0.10139694064855576
1603:0,F,Y0,0.01370474323630333,-0.10139694064855576
1603:0,F,Y1,-0.012319844216108322,-0.10139694064855576
